School Number,School Code,Name,District,ENG,NEP,MATH,SCI,SOC,HPE,TAP,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT,SEM
167,4026,GYANJYOTI MA VI GAURADAHA,JHAPA,48.7,64.7,80.4,53.2,57.1,57.8,29,29,7,21,1,0,29,0,100,59.14
168,4027,MECHI JANASADHARAN MA VI BAHUNDANGI,JHAPA,19.3,39.2,22.9,27.9,39.6,41.9,95,95,0,5,9,2,16,79,16.8,-11.39
169,4028,SANISCHARE MA VI SANISCHARE,JHAPA,18.8,38.5,29,25.9,37.8,32.3,241,241,0,7,36,11,54,187,22.4,-5.42
170,4029,KANKAI MA VI SURUNGA,JHAPA,26.8,41.3,41.9,29.6,40.1,46.9,226,226,3,17,81,26,127,99,56.2,17.31
171,4030,SHANTI ADARSH MA VI SHANTINAGAR,JHAPA,27.6,46.4,34.9,29.1,40.9,45.4,47,47,0,2,21,0,23,24,48.9,9.46
172,4031,SCHOOL CHAUN MA VI MAHARANIJHORA,JHAPA,34.6,46.2,45,32.8,38.9,42.2,38,38,0,6,20,2,28,10,73.7,26.86
173,4032,KHAJURGACHHI MA VI KHAJURGACHHI,JHAPA,19.7,33.3,27.4,20.1,36.5,35.6,67,65,0,1,12,1,14,51,21.5,-9.2
174,4033,JANA ADARSHA MA VI SHIVGUNJ,JHAPA,23.6,41.6,31.7,22.6,30.5,42.7,211,211,1,10,41,4,56,155,26.5,-2.55
175,4034,GAURIGUNJ MA VI GAURIGUNJ,JHAPA,25.7,38.3,36.8,24.1,42.5,36.2,75,75,0,7,21,6,34,41,45.3,7.33
176,4035,JANATA MA VI GAURADAHA,JHAPA,24.6,46.5,41.1,29.9,42.4,42.8,117,117,0,15,33,2,50,67,42.7,7.49
177,4036,BHADRAKALI MA VI KOHABARA,JHAPA,27.3,43.6,39.6,25.9,32.2,41.1,46,46,0,2,16,3,21,25,45.7,6.53
178,4037,AMAR MA VI BAIGUNDHURA,JHAPA,25.2,48.4,37.7,17.6,41.9,30.9,39,39,0,3,4,0,7,32,17.9,-11.18
179,4038,DHUKURPANI MA VI DHUKURPANI,JHAPA,23.3,41,26.3,22.9,38.4,35.8,87,87,0,2,19,2,23,64,26.4,-5.46
180,4039,MAHENDRA RATNA MA VI TOPGACHHI,JHAPA,32.1,44.2,27.4,29.5,43.1,40.4,97,97,0,11,23,0,34,63,35.1,1.92
181,4040,HIMALAYA MA VI DAMAK,JHAPA,21.3,38,30.4,19.7,37.2,42.3,228,228,0,18,36,0,54,174,23.7,-3.69
182,4041,HALDIBARI MA VI HALDIBARI,JHAPA,22.2,46.4,31.4,28.8,39.7,43.4,158,158,1,13,45,1,60,98,38,4.78
183,4042,RASTRIYA RAMANIYA ADARSHA MA VI DUDHE,JHAPA,26.8,41.2,40.5,25.9,39.5,42.5,90,90,1,5,30,9,45,45,50,10.4
184,4043,ARANIKO MA VI MAHESHPUR,JHAPA,29.3,46.6,42.8,30.8,40.9,43.8,44,44,0,4,25,1,30,14,68.2,22.75
185,4044,ADARSHA MA VI AYABARI KAKARVITTA,JHAPA,23.5,41.3,39.3,31.7,44,29.7,146,146,1,17,35,12,65,81,44.5,8.59
186,4045,DEEP JYOTI VIDYAMANDIR MA VI ARJUNDHARA,JHAPA,53.6,56,72.7,51.4,48.8,53.3,52,52,2,36,14,0,52,0,100,53.26
187,4046,JANTA MA VI SARANAMATI,JHAPA,27.2,39.1,38.1,31.2,38.6,37.6,106,105,0,8,48,9,65,40,61.9,18.81
188,4047,SARASWOTI MA VI ETABHATTA DAMAK,JHAPA,25.7,48.7,36.5,28.7,38,38,199,198,0,15,67,7,89,109,44.9,9.67
189,4048,SINGH DEVI MA VI DAMAK SANOBARGHARE,JHAPA,21.1,44.5,35.6,25.1,34.4,33.2,63,63,0,4,19,2,25,38,39.7,3.43
190,4049,PUHATU JANJYOTI MA VI CHANDRAGADHI,JHAPA,25.3,46.7,33.6,27.6,40.2,42.3,72,72,0,7,22,0,29,43,40.3,4.77
191,4050,KAKARVITTA MA VI KAKARVITTA,JHAPA,24.6,37.7,39,29.3,34.4,37.3,125,125,0,10,33,14,57,68,45.6,7.94
192,4051,JANATA MA VI KHUDUNABARI,JHAPA,22.4,39.3,37.3,26.5,40.8,42.6,97,97,0,3,30,9,42,55,43.3,5.45
193,4052,SARASWATI MA VI RANGAPUR,JHAPA,18,38.5,32.4,27.3,40,36.6,77,77,0,7,7,0,14,63,18.2,-10.13
194,4053,PHULBARI MA VI CHAKCHAKI,JHAPA,20.7,36.3,27.1,25.3,41,29.9,110,110,0,3,20,1,24,85,21.8,-7.71
195,4054,MAHENDRA MA VI JALTHAL,JHAPA,18.5,42,20.5,25.3,33.1,39,156,156,0,3,26,0,29,127,18.6,-9.24
196,4055,MAHENDRA JYOTI MA VI GARAMANI,JHAPA,21.9,38.1,30.8,22.7,36.6,35.1,69,69,0,5,11,6,22,47,31.9,-2.2
197,4056,SAHID DHARMABHAKTA MA VI TOPGACHHI,JHAPA,26,38.2,36,28.1,36.1,42.1,133,133,0,12,41,6,59,74,44.4,8.11
198,4057,BHANU MA VI LALJHODA,JHAPA,23.9,44,36.6,27.6,40.5,38.4,94,94,1,10,20,3,34,59,36.2,2.76
199,4058,BHANU MA VI BAHUNDANGI,JHAPA,20.5,36,22.5,23,36.2,37.9,147,146,0,2,27,0,29,116,19.9,-8.47
200,4059,BAL KALYAN MA VI KUNJIBARI,JHAPA,23,47.4,29.1,19.2,38.9,34.6,57,57,0,2,12,1,15,42,26.3,-5.9
201,4060,SANGBED SAN MA VI CHARPANE,JHAPA,43.8,34.2,21.7,36.2,21.7,31.7,6,6,0,0,0,0,0,6,0,-24.89
202,4061,CHAMPAPUR MA VI GHAILADUBBA,JHAPA,23.7,44.6,32.7,30.8,41.6,38.4,41,41,0,4,14,2,20,21,48.8,9.4
203,4062,PATHARIYA MA VI PATHARIYA,JHAPA,21.5,47.9,35.8,33.6,45.9,39.4,95,95,0,9,21,1,31,64,32.6,-0.1
204,4063,SHARADA SHISHU SADAN MA VI DHULABARI,JHAPA,47.8,43.9,56.4,41.7,53.9,46.4,38,38,4,11,20,0,35,3,92.1,44.58
205,4064,GADI GAUN MA VI SHANTINAGAR,JHAPA,28.5,41.6,35.6,32,38.1,45.1,82,82,0,7,32,5,44,38,53.7,13.19
206,4065,FIVE STAR ENGLISH BOARDING SCHOOL DHULABARI,JHAPA,44.1,41.3,60.6,36.3,52.3,44.9,28,28,0,14,8,0,22,6,78.6,34.82
207,4066,MECHI AWASIYA MA VI DAMAK,JHAPA,43.1,47.7,64.3,33.9,51.2,45.4,72,72,0,37,35,0,72,0,100,50.29
208,4067,BIDUR ENGLISH BOARDING SCHOOL BHADRAPUR,JHAPA,47.5,52.5,68.6,51.3,57,52.9,47,47,2,33,11,0,46,1,97.9,51.98
209,4068,EVEREST BOARDING HIGH SCHOOL DAMAK,JHAPA,57.4,61,62.1,48.7,53.5,46.4,29,29,1,25,3,0,29,0,100,54.83
210,4069,GYANODAYA SHIKSHYA NIKETAN MA VI DHULABARI,JHAPA,21.5,39.6,22.1,21.1,40.9,38.4,15,15,0,1,1,0,2,13,13.3,-14.88
211,4070,BALKALYAN AWASIYA MA VI CHARPANE,JHAPA,49.6,55.7,65.5,52.2,50.3,57,36,36,1,26,7,0,34,2,94.4,49.27
212,4071,PRAGYAN ACADEMY CHANDRAGADHI,JHAPA,32.9,54.8,50.7,41.9,54.1,44.6,49,49,3,15,18,0,36,13,73.5,31.14
213,4072,ARJUNDHARA SAN ADARSHA MA VI ARJUNDHARA,JHAPA,24.9,40.1,38.6,28,38.8,36.9,20,20,0,2,5,2,9,11,45,5.92
214,4073,PASHUPATI BOARDING SCHOOL KAKARVITTA,JHAPA,58.4,49.5,67.2,49.4,45.5,51,23,23,0,16,6,0,22,1,95.7,48.7
215,4074,MOUNT EVEREST MA VI GAURADAHA,JHAPA,54.6,60,69.6,47.7,53.9,56.5,45,45,13,20,10,0,43,2,95.6,54.34
216,4075,SIDDHARTHA SHISHU SADAN BHADRAPUR,JHAPA,63.1,57.4,68.6,49.7,50.3,44.9,43,43,0,34,9,0,43,0,100,53.2
217,4076,KALISTHAN MA VI SANISCHARE,JHAPA,22,36.7,28.8,21.7,38.6,45.9,81,81,0,3,13,5,21,60,25.9,-6.16
218,4077,SHAHID DASHARATH MA VI DUWAGADI-4,JHAPA,20.9,43.4,26.3,25.2,34.9,33.6,209,208,0,7,37,5,49,159,23.6,-4.98
219,4078,LALPANI MA VI SHIVAGANJ-5,JHAPA,22.2,37.8,36.2,25.9,35.6,39.2,93,93,0,1,26,9,36,57,38.7,1.98
220,4079,MAHANANDA SHIKSHA SADAN BUDHABARE-9,JHAPA,59.6,53,74.8,49.4,58.1,49.6,31,31,5,18,7,0,30,1,96.8,52.87
221,4080,HARIKUL MODEL HIGH SCHOOL SURUNGA-5,JHAPA,54.1,52.3,75.1,46.3,57.1,50.4,47,47,4,32,10,0,46,1,97.9,52.95
222,4081,SURYODAYA ENGLISH SCHOOL DAMAK-11,JHAPA,51.8,57.2,81.4,54.8,49.3,51.2,82,82,8,71,3,0,82,0,100,57.73
223,4082,PANINI MA VI DAMAK-15,JHAPA,23.4,38.5,35.1,29.2,31.1,34.1,57,57,0,6,17,3,26,31,45.6,7.62
224,4083,DHRUBA TARA RESIDENTIAL SECONDARY SCHOOL DUDHE,JHAPA,40.7,45.9,54.4,29.7,47,46,57,56,0,21,27,0,48,8,85.7,38.61
225,4085,KAMALA MADAN ASRIT SMRITI H. S. SCHOOL TOPAGACHHI-8,JHAPA,28.5,44.6,29.1,28.7,43.4,40.8,63,63,0,5,20,4,29,34,46,7.57
226,4086,CHETANA MA VI SHIVAGANJ,JHAPA,43.4,56.3,49.2,26.3,41.7,50.8,23,23,0,12,2,0,14,9,60.9,23.05
227,4087,MECHI ENGLISH HIGH SCHOOL BHADRAPUR,JHAPA,53.4,43.1,43.7,34.9,38.1,32.6,9,9,0,1,5,1,7,2,77.8,27.86
228,4088,NORTH POINT ENGLISH BOARDING SCHOOL KAKARBHITTA-8,JHAPA,52.6,45.6,63.4,46.6,48.5,47.6,70,70,1,38,27,1,67,3,95.7,47.99
229,4089,EMERALD ACADEMY PRATISTHAN SCHOOL BHADRAPUR-11,JHAPA,50.1,52.3,72.7,56.2,60.1,57,58,58,3,44,11,0,58,0,100,54.59
230,4090,SHISHU NIKETAN ENGLISH SCHOOL BHADRAPUR,JHAPA,50.8,46.8,57.7,31.5,40.6,34.5,24,24,0,4,12,0,16,8,66.7,22.54
231,4091,GLOBAL EDUCATIONAL ACADEMY DAMAK-11,JHAPA,48.5,48.4,69.7,43.8,38.7,43.9,31,31,0,17,10,0,27,4,87.1,41.23
232,4092,PASHUPATI ENGLISH MA VI SURUNGA,JHAPA,54.8,53,81.1,50.2,57.3,54.7,75,75,8,62,5,0,75,0,100,57.37
233,4093,DIBYA RATNA AWASIYA MA VI GHAILADUBA-5,JHAPA,40.1,39.8,44.1,29.5,43.5,41.8,26,26,0,8,7,1,16,10,61.5,20.46
234,4094,BHANU MA VI ARJUNDHARA,JHAPA,19.4,40.7,30.6,26.1,42,39.2,61,61,0,2,14,1,17,44,27.9,-4.8
235,4095,SWASTIKA SHISHU SADAN MA VI SHANISCHARE,JHAPA,49,53.2,57.3,48.9,62.8,44.5,22,22,0,14,8,0,22,0,100,50.87
236,4096,LAXMI NARAYAN MA VI DHARAMPUR-8,JHAPA,29.4,43.2,39.2,32.4,39.2,42.6,79,79,1,11,30,3,45,34,57,16.65
237,4097,BIR AMAR SINGH MA VI CHARPANE,JHAPA,22,43.5,36,23.3,31.5,39,83,83,1,6,14,1,22,61,26.5,-4.41
238,4098,PURBANCHAL ENGLISH BOARDING SECONDARY SCHOOL DAMAK,JHAPA,46.2,51,76.4,51.9,39.2,43.6,15,15,0,13,2,0,15,0,100,53.62
239,4099,HIMALAYAN ENGLISH ACADEMY BAHUNDANGI,JHAPA,23.3,40.7,42.5,30.7,41,35.8,15,15,0,1,5,0,6,9,40,3.12
240,4100,OASIS ACADEMY BHUTANESE REFUGEE CAMP TIMAI,JHAPA,39.5,39,40.3,28.1,40,40.1,188,188,0,18,89,14,121,67,64.4,22.41
241,4101,NEW HORIZON ACADEMY BHUTANESE REFUGEE CAMP SANISCHA,JHAPA,42.9,38.7,34.9,20.1,48.9,37,328,328,0,28,104,10,142,186,43.3,9.96
242,4102,SUN RISE ACADEMY BHUTANESE REFUGEE CAMP KHUDUNABARI,JHAPA,35.7,40.7,39.2,31.4,41.4,43.7,179,178,0,9,101,13,123,54,69.1,25.01
243,4103,TRI-RATNA SECONDARY SCHOOL BHUTANESE REFUGEE CAMP BE,JHAPA,37.9,37.6,35.4,24.6,42.4,45.6,199,199,0,16,70,11,97,102,48.7,12.09
244,4104,PRAGATI SECONDARY ENGLISH BOARDING SCHOOL SHANISCHAR,JHAPA,50.2,52.4,52.6,47.1,59.4,41.8,34,34,0,16,14,0,30,4,88.2,41.09
245,4105,JYOTI ENGLISH BOARDING SCHOOL BUDHABARE,JHAPA,59.8,53.1,64.2,50.5,57.6,47.3,40,40,5,23,10,0,38,2,95,50.72
246,4106,SURYODAYA ENGLISH BOARDING SCHOOL KAKARVITTA,JHAPA,48.4,41.7,54.3,40.9,47.1,43.5,34,34,0,9,23,0,32,2,94.1,42.48
247,4107,EASTERN STAR ENGLISH BOARDING SCHOOL DAMAK,JHAPA,44.9,49.8,60.4,44.6,41.2,41.5,39,39,0,18,19,0,37,2,94.9,45.55
248,4108,JYAMIR GADHI MA VI JYAMIRGADHI,JHAPA,21.9,33.3,32.3,20,30.9,32.5,52,51,0,1,12,0,13,38,25.5,-6.58
249,4109,ARUNODYA AWASIYA SECONDARY SCHOOL KAKARVITTA,JHAPA,24.1,35,33.3,25.8,33.9,33.2,34,33,0,0,14,1,15,18,45.5,5.98
250,4110,BISHWA JYOTI SECONDARY BOARDING SCHOOL HALDIBARI,JHAPA,32.3,56.3,25.9,28,34.3,41.9,9,9,0,0,5,0,5,4,55.6,12.67
251,4111,BIRAT JYOTI ENGLISH BOARDING SECONDARY SCHOOL ANARMAN,JHAPA,52,54.6,73.4,42.5,46.7,54.8,50,50,3,31,15,0,49,1,98,51.6
252,4112,BLOOMING LOTUS ENGLISH SCHOOL BHUTANESE REFUGEE CAM,JHAPA,36.7,43.6,48.4,28.9,44.9,40.6,214,214,1,42,106,16,165,49,77.1,32.89
253,4113,GYANJYOTI MA VI CHANDRAGADI,JHAPA,27,45.3,33.5,31.5,40.7,43.2,53,53,0,9,15,0,24,29,45.3,8.7
254,4114,GOLDEN SUNRISE ENGLISH SCHOOL GAURADAHA,JHAPA,51.1,63.1,77.2,50.9,54.1,54.9,20,20,4,13,2,0,19,1,95,53.46
255,4115,LALIMA BOARDING SCHOOL TOPGACHHI,JHAPA,46.4,53.1,68.2,43,49.2,50,20,20,2,12,4,0,18,2,90,46.55
256,4116,DIVYAJYOTI MA VI RAJGADH,JHAPA,31.9,43.6,54.1,43.4,43.8,42.3,32,32,0,11,10,0,21,11,65.6,24.2
257,4117,KACHAN KAWAL VIDYA MANDIR MA VI BANIYANI,JHAPA,32.7,38,39.5,28.1,30.7,34.3,19,19,0,1,9,1,11,8,57.9,14.53
258,4118,JANATA MA VI BAHUNDANGI,JHAPA,15.3,33.5,18.1,21.9,33.7,37.6,86,86,0,1,5,0,6,80,7,-18.51
259,4119,LITTLE ANGELS' BOARDING SCHOOL DUHAGADI,JHAPA,53.6,66,62.5,45.8,50.5,52.4,20,20,3,5,12,0,20,0,100,50.38
260,4120,EAST HORIZON ENGLISH MA VI MECHI NAGAR,JHAPA,48.8,56.5,75,48.4,61.7,52.4,62,62,7,43,11,0,61,1,98.4,54.55
261,4121,NAWA KIRAN VIDYA MANDIR SHIVAGANJ,JHAPA,53.9,58.8,62.7,28.4,45.7,54.4,29,29,2,17,3,0,22,7,75.9,36.1
262,4122,NAVODAYA MA VIDHYA MANDIR TOPGACHHI,JHAPA,44.1,62.4,65.3,46.3,58.2,53.3,26,26,4,15,6,0,25,1,96.2,52.1
263,4123,GYAN JYOTI ENGLISH MA VI RAJGADH,JHAPA,44.7,50.9,61.1,49.8,47.9,51.5,80,80,2,47,28,0,77,3,96.3,49.56
264,4124,CHANDRA BHANU JYOTI MA VI PRITHVINAGAR,JHAPA,24.2,36.4,23.1,22.8,36.5,31.8,58,58,0,0,9,1,10,48,17.2,-12.45
265,4127,DEVKOTA MA VI KHAJURGACHHI-6,JHAPA,34.2,50.5,45.6,33.9,45.5,44.6,27,27,0,5,20,0,25,2,92.6,40.33
266,4128,BALNIKUNJA MA VI SATASHIDHAM,JHAPA,25.7,40.2,34,21.1,41.9,37.7,50,50,0,0,11,7,18,32,36,-1.27
267,4129,PRATIVA NAMUNA MA VI KHUDUNABARI,JHAPA,37.1,49.4,52.1,41.9,49.9,38.5,62,62,1,27,22,2,52,10,83.9,38.36
268,4130,MAKALU MA VI MAHARANIJHODA SCHOOLCHOUN,JHAPA,45.5,48,57,31.1,38.5,46,41,41,0,14,22,0,36,5,87.8,39.32
269,4131,JANATA MA VI BALUBATHAN KOHABARA,JHAPA,27.1,46.8,32,29.7,35.6,39.9,33,33,0,1,14,1,16,17,48.5,8.41
270,4132,BHAGAWATI MA VI SHIVGANJ BANGDANDA,JHAPA,25.5,42.7,42.1,26.7,42,42.5,50,50,0,3,20,6,29,21,58,14.55
271,4133,KAVI SHIROMANI MA VI MECHINAGAR,JHAPA,18.8,38.1,30.8,25.2,40.3,34.4,108,108,0,3,12,5,20,88,18.5,-10.6
272,4134,BHANU SMRITI AWASIYA MA VI BHADRAPUR,JHAPA,34.3,47.3,51.7,26.9,39.8,35.3,43,43,1,5,19,4,29,14,67.4,22.47
273,4135,NAMUNA ENGLISH MA VI CHAKCHAKI,JHAPA,28.5,41.6,34.1,28.5,44.1,34.8,52,52,0,6,14,2,22,30,42.3,5.57
274,4136,GYAN SAROVAR NIKETAN MA VI PRITHVINAGAR,JHAPA,31.5,49,49.7,30.7,42.6,45.9,52,52,0,9,36,2,47,5,90.4,38.75
275,4137,GYANKUNJ ACADEMY MA VI GAURIGANJ,JHAPA,54.8,64.8,85.3,52.7,62.3,58,20,20,4,16,0,0,20,0,100,58.71
276,4138,WONDERLAND ENGLISH BOARDING SCHOOL BANIYANI,JHAPA,35.7,42.1,35.5,30.9,28.7,38.7,26,26,0,6,5,0,11,15,42.3,6.94
277,4139,MOTHERLAND ENGLISH BOARDING SCHOOL DAMAK-10,JHAPA,50.7,61.3,83.5,56.1,52.5,47,24,24,2,21,0,0,23,1,95.8,53.51
278,4140,CHILDREN GARDEN ENGLISH SCHOOL JALTHAL-4,JHAPA,39.3,55.1,53.6,39.1,40.3,48.9,20,20,0,7,11,0,18,2,90,40.51
279,4141,PATHIBHARA SHIKSHA SADAN DUWAGADI CHARALI,JHAPA,53.2,58.4,60.6,36.9,52.7,49.2,19,19,0,8,8,0,16,3,84.2,37.47
280,4143,BIBHUTI VIDYA MANDIR ENGLISH SCHOOL CHANDRAGADI-6,JHAPA,49.7,60.7,76.5,54.6,60.5,54.1,57,57,8,46,3,0,57,0,100,57.77
281,4144,BIDHYAPANI MA VI PATHARIYA-9,JHAPA,37.2,52.4,49.7,43.7,57.3,44.9,43,43,0,20,18,1,39,4,90.7,42.6
282,4145,MECHI SHIKSHA NIKETAN MECHINAGAR-12,JHAPA,26.3,42.9,40.4,29.9,49.6,26.7,7,7,0,2,2,0,4,3,57.1,17.28
283,4146,BHANU MA VI DHARAMPUR,JHAPA,28,42.6,29.9,29.2,38.3,38.8,42,42,0,4,11,2,17,25,40.5,3.79
284,4147,RUDRA MEMORIAL ENGLISH AWASIYA MA VI ANARMANI,JHAPA,51.6,57.1,71,52.4,49.8,48.7,11,11,0,10,1,0,11,0,100,54.07
285,4149,NAMUNA ENGLISH SCHOOL JUROPANI-5 GWALDUBBA,JHAPA,50.6,59.4,68.7,46,59.8,53.8,25,24,7,11,4,0,22,2,91.7,51.57
286,4150,GEOFFREY ENGLISH SCHOOL DHARAMPUR,JHAPA,56.5,48.5,42.9,42.6,53.5,44,31,31,0,15,10,0,25,6,80.6,36.07
287,4151,PASHUPATI SANSKRIT MA VI DAMAK,JHAPA,20.3,47.2,29.6,27,36.4,36.1,29,29,0,0,9,0,9,20,31,-3.5
288,4153,MARIGOLD ACADEMY BHUTANESE REFUGEE CAMP BALDANGI-II E,JHAPA,38.5,46.7,37.2,28.9,42.4,41.3,129,129,0,9,64,10,83,46,64.3,20.92
289,4154,GREEN VALE ACADEMY BHUTANESE REFUGEE CAMP BELDANGI I,JHAPA,35.1,46.3,32.2,27.6,41.7,35.7,348,348,0,23,123,24,170,178,48.9,13.05
290,4155,GLORY ENGLISH BOARDING SCHOOL ANARMANI 9 BIRTA BAZAR,JHAPA,48.4,54.3,58.4,39.7,45.5,54.5,25,25,0,14,9,0,23,2,92,44.58
291,4156,DORAMARI MA VI MAHARANI-7,JHAPA,29,45.1,44.4,24.1,36.8,41.1,54,54,0,7,19,3,29,25,53.7,13.3
292,4157,JHILJHILE MA VI SATASIDHAM-5,JHAPA,21.8,38.9,27,23.6,37,40.9,89,89,0,1,19,3,23,66,25.8,-6.09
293,4158,SINGHADEVI MA VI KHUDUNABARI-1,JHAPA,24.7,47.8,38.8,36,44.9,38.2,65,65,0,6,27,1,34,31,52.3,12.53
294,4159,MANGALMAYA MA VI LAKHANPUR-1,JHAPA,22.4,39.8,37.7,28.6,41.2,36,85,85,0,8,23,3,34,51,40,4.41
295,4160,ADARSHA MA VI KOROBARI-5,JHAPA,29.7,36.3,28.1,24.1,43,39.9,14,14,0,2,2,0,4,10,28.6,-3.66
296,4161,JANAKALYAN MA VI SHARNAMATI-9,JHAPA,27,44.2,42,30.9,38,43.7,41,41,0,5,15,3,23,18,56.1,14.38
297,4162,BUD INTERNATIONAL PUBLIC SCHOOL ANARMANI-3,JHAPA,50,54.7,69.1,50,50.5,46.1,11,11,0,9,2,0,11,0,100,52.94
298,4163,EMINENT KANCHANJANGHA SECONDARY BOARDING SCHOOL JUR,JHAPA,37,56.6,55.4,39.7,50.3,46.6,7,7,0,4,1,0,5,2,71.4,30.49
299,4164,PANCHAOTI ENGLISH SCHOOL BHUTANESE REFUGEE CAMP BELD,JHAPA,38,39.4,39.3,26.5,43.9,45,159,159,0,24,60,11,95,64,59.7,19.49
300,4165,BALMIKI EDUCATION FOUNDATION CHARPANE 1 BIRTAMODE JHAP,JHAPA,60.4,64.6,87.8,58.1,62.6,60.5,22,22,3,19,0,0,22,0,100,57.69
301,4166,NEWTON'S EDUCATION ACADEMY SCHOOL ANARMANI-3,JHAPA,53.8,60.4,84.9,58.4,56.8,59.9,45,45,6,37,2,0,45,0,100,57.52
302,4167,OXFORD ENGLISH SECONDARY SCHOOL DAMAK-6,JHAPA,49.4,56.8,72.9,31.2,54.7,47,17,17,0,12,5,0,17,0,100,51.65
303,4168,NATIONAL MARIGOLD ENGLISH SCHOOL CHANDRAGADI-7,JHAPA,52.7,45.8,65.5,47.6,51.3,50.5,11,11,0,7,4,0,11,0,100,50.66
304,4169,EDEN GARDEN EDUCATION FOUNDATION ANARMANI 4,JHAPA,25.9,44.5,32.7,25.5,37,49.8,88,88,0,5,32,1,38,50,43.2,6.41
305,4170,TARAPUNJA ENGLISH BOARDING SCHOOL MECHINAGAR,JHAPA,53.8,53.6,74.9,50.2,54.5,53.5,12,12,1,7,4,0,12,0,100,52.45
306,4171,TOWER TEMPLE SCHOOL ANARMANI BIRTAMODE,JHAPA,49,48,74.7,47,46.6,57.1,11,11,0,7,4,0,11,0,100,50.66
307,4172,KARNALI INT'L ENGLISH BOARDING SCHOOL BUDHABARE,JHAPA,61.2,52.8,76.3,51.5,64.1,49.8,20,20,1,19,0,0,20,0,100,56.21
308,4174,BIDHYA NIKETAN MA VI CHANDRAGADHI,JHAPA,37.2,48.9,48.2,37.7,43.4,45,33,33,1,6,24,0,31,2,93.9,42.19
309,4175,PURWANCHAL ACADEMY ANARMANI BIRTAMOD,JHAPA,54.3,57.7,67.6,52.1,51.7,54,15,15,0,12,3,0,15,0,100,52.79
310,4176,SIGMA INTERANTIONAL ENGLISH SCHOOL HALDIBARI,JHAPA,56,65.5,73.7,52.5,48.1,58.7,11,11,1,10,0,0,11,0,100,56.72
311,4177,BIDHYODAY SHISHU SADAN GAURADAH,JHAPA,37.2,55.3,57.8,42.5,54.1,48.6,25,25,1,11,7,0,19,6,76,33.44
312,4178,NARENDRA MEMORIAL ENGLISH SCHOOL DAMAK THAPA,JHAPA,53.8,49,74.1,52.3,48.8,52.6,14,14,1,10,3,0,14,0,100,53.78
313,4179,PASHUPATI ACADEMY ENGLISH BIDHYALAYA SATASIDHAM,JHAPA,42.1,43.4,43.8,30.7,47.7,43,10,10,0,1,8,0,9,1,90,37.19
314,4180,MODERN ENGLISH HIGH SCHOOL BHADRAPUR BHANUNAGAR,JHAPA,39.5,48.7,61.8,43.2,46.7,54.4,13,13,0,10,2,0,12,1,92.3,47.17
315,5000,PRIVATE  SANKHUWASABHA,SANKHUWASAB,10.7,32,24.7,14.7,27.1,34.8,10,10,0,0,0,0,0,9,0,-22.31
316,5001,HIMALAYA MA VI KHANDBARI,SANKHUWASAB,29.3,52.1,50.4,33.4,43.6,44.1,138,136,1,29,57,6,93,42,68.4,26.33
317,5002,JANJYOTI MA VI DHUPOO,SANKHUWASAB,27.4,40.7,39.5,28.9,45.3,35.8,100,100,0,6,57,9,72,27,72,25.53
318,5003,BINOD MA VI MULKHARKA,SANKHUWASAB,31.2,41.9,41.9,34,43.2,46.5,37,37,0,3,29,0,32,5,86.5,35.1
319,5004,MANAKAMANA MA VI TUMLINGTAR,SANKHUWASAB,23.9,46.1,41.8,24.5,38.1,41.9,56,56,0,4,19,5,28,28,50,9.74
320,5005,BANIBILAS MA VI LOHAKOT,SANKHUWASAB,22.2,42,30.5,24.1,40,50.3,30,29,0,1,11,0,12,17,41.4,3.91
321,5006,SHARADA MA VI KHARANG,SANKHUWASAB,30.1,53.1,47,31.9,48.7,55.1,23,23,0,7,9,0,16,7,69.6,26.2
322,5007,VIDYODAYA SAN MA VI PANGTHA,SANKHUWASAB,26.7,41.4,47.9,33.1,41.1,36.2,12,12,0,0,8,1,9,3,75,24.95
323,5008,RAMESHWOR MA VI MAMLING,SANKHUWASAB,27.8,40.3,40.2,34,40.7,31.9,38,38,0,1,24,4,29,9,76.3,26.42
324,5009,SAGARMATHA MA VI TAMKU,SANKHUWASAB,20.7,34.9,36.7,29,34.3,42.1,65,65,0,0,18,7,25,40,38.5,1.03
325,5010,SHARADA MA VI POKHARI,SANKHUWASAB,23.6,40.4,29.7,23.4,40.5,48,43,43,0,1,11,2,14,29,32.6,-2.42
326,5011,WANA MA VI WANA,SANKHUWASAB,23.9,44.7,34.9,29.2,36.3,43.8,62,62,0,3,25,3,31,31,50,10.01
327,5012,SARASWATI MA VI CHAINPUR,SANKHUWASAB,24.2,42.2,32.3,24.5,41.5,47.9,162,162,0,9,46,3,58,104,35.8,2.74
328,5013,AMARUWA MA VI ANKHIBHUIN,SANKHUWASAB,33,45.6,52.5,34.4,42.6,35,22,22,0,4,12,6,22,0,100,42.24
329,5014,MAHENDRA MA VI MANEBHANJYANG,SANKHUWASAB,22.7,42,37.8,24.6,39.8,40.7,68,68,0,6,17,3,26,42,38.2,2.73
330,5015,TRIWENI MA VI BARAHBISE,SANKHUWASAB,30.8,39.7,45.6,30.8,43.8,36.2,39,39,0,3,21,9,33,6,84.6,31.32
331,5016,ARUNODAYA MA VI LINGAM,SANKHUWASAB,23.8,42.6,41.9,24.1,35.3,45.4,36,36,0,0,15,0,15,21,41.7,3.81
